passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
2419,Jiya Kant,2023-07-06,70.00,1774.39,4.13
2420,Ranbir Singhal,2022-08-19,49.00,844.66,4.81
2421,Nitya Anand,2022-10-29,36.00,1400.20,3.79
2422,Ryan Kibe,2023-01-10,38.00,1837.57,4.60
2423,Jivika Suri,2022-12-25,69.00,1417.47,3.66
2424,Nehmat Chatterjee,2023-04-30,38.00,941.24,3.05
2425,Shalv Chauhan,2023-05-04,85.00,483.70,4.61
2426,Azad Halder,2022-12-07,53.00,211.22,3.40
2427,Kaira Thakkar,2022-08-23,70.00,504.06,4.10
2428,Baiju Thakur,2023-04-07,90.00,824.76,4.90
2429,Nakul Halder,2023-05-24,90.00,965.54,4.78
2430,Shaan Chakraborty,2022-11-02,81.00,165.61,3.87
2431,Hrishita Bansal,2023-03-01,56.00,1299.17,3.47
2432,Taimur Sethi,2023-04-16,15.00,861.91,3.98
2433,Saira Choudhry,2023-05-20,97.00,137.56,4.55
2434,Raghav Kapoor,2023-03-12,75.00,1427.84,3.80
2435,Aradhya Rao,2023-05-26,37.00,1050.32,4.97
2436,Adira Kaul,2022-10-26,46.00,702.24,4.63
2437,Kartik Tiwari,2023-06-26,80.00,1282.02,3.93
2438,Saksham Chaudhari,2023-07-10,61.00,1743.35,4.37
2439,Adah Dada,2022-11-04,74.00,1715.88,4.89
2440,Adira Sankaran,2023-02-07,53.00,578.83,4.05
2441,Abram Doctor,2023-05-26,27.00,1226.62,3.07
2442,Madhav Batra,2022-09-11,76.00,765.89,3.39
2443,Faiyaz Verma,2022-12-14,49.00,530.83,3.93
2444,Pari Doshi,2023-05-13,78.00,740.86,3.60
2445,Inaaya  Taneja,2022-08-10,97.00,1896.30,4.03
2446,Renee Ramachandran,2023-04-17,88.00,1839.62,4.12
2447,Reyansh Ganguly,2023-01-09,95.00,178.23,3.45
2448,Neelofar Lala,2022-09-09,73.00,1829.08,3.51
2449,Abram Sule,2022-12-25,33.00,1641.73,3.63
2450,Yuvaan Goel,2023-06-10,45.00,838.71,4.45
2451,Dhanush Rama,2023-05-04,36.00,247.22,3.11
2452,Adah Bhattacharyya,2023-05-27,99.00,1155.59,4.94
2453,Inaaya  Sani,2022-10-21,16.00,734.81,4.37
2454,Ehsaan Hegde,2022-12-03,30.00,839.89,4.62
2455,Sana Sodhi,2023-06-24,25.00,588.67,3.49
2456,Anika Bhat,2023-06-11,62.00,191.82,4.75
2457,Siya Bumb,2022-12-15,36.00,398.38,4.76
2458,Amira Dass,2023-03-05,40.00,582.83,3.56
2459,Yuvaan Bhattacharyya,2023-04-01,34.00,1064.03,3.71
2460,Zoya Sarraf,2023-02-10,55.00,411.56,3.68
2461,Rohan Gala,2022-12-03,97.00,1524.47,3.13
2462,Kartik Sen,2023-06-11,69.00,1435.21,4.17
2463,Fateh Suresh,2023-06-16,19.00,261.07,3.66
2464,Ehsaan Das,2022-08-21,77.00,520.53,3.63
2465,Biju Singh,2023-04-25,64.00,397.63,4.34
2466,Biju Soman,2023-05-20,81.00,989.03,4.97
2467,Indranil Dixit,2023-04-20,77.00,893.88,4.22
2468,Reyansh Singh,2023-06-16,21.00,143.52,4.78
2469,Azad Deep,2023-06-12,22.00,1873.06,3.80
2470,Jayant Gade,2022-10-03,13.00,608.46,4.54
2471,Dhanuk Barad,2023-01-28,100.00,433.70,3.72
2472,Nayantara Tata,2022-11-14,76.00,364.41,4.08
2473,Piya Shanker,2022-09-01,25.00,1413.82,4.02
2474,Badal Shan,2023-02-19,96.00,1724.37,3.22
2475,Indrans Tata,2023-04-18,27.00,1779.78,3.40
2476,Eshani Amble,2023-04-06,65.00,229.90,4.54
2477,Vivaan Shroff,2022-10-12,16.00,1698.78,3.90
2478,Sana Yadav,2023-05-10,98.00,1705.63,3.99
2479,Riya Agate,2022-10-19,58.00,1572.67,3.73
2480,Rohan Sarma,2022-10-04,24.00,243.79,3.85
2481,Fateh Shanker,2023-06-17,70.00,487.90,3.05
2482,Shaan Dhawan,2023-04-18,25.00,1165.39,4.68
2483,Nakul Date,2023-05-27,53.00,382.43,3.62
2484,Jayant Shere,2022-12-22,36.00,313.82,4.83
2485,Ehsaan Garde,2022-08-11,33.00,475.80,4.57
2486,Indrans Wali,2022-10-10,51.00,1423.76,3.98
2487,Aarush Sunder,2023-06-15,25.00,865.87,3.24
2488,Bhamini Chakrabarti,2023-03-12,54.00,1300.60,3.03
2489,Dishani Gandhi,2023-05-06,24.00,1949.71,3.80
2490,Drishya Bajaj,2023-05-29,47.00,1824.71,4.95
2491,Taimur Sandal,2023-03-24,46.00,1921.29,4.31
2492,Hrishita Sandal,2022-11-05,61.00,1432.69,3.49
2493,Shaan Brahmbhatt,2022-11-26,54.00,565.71,4.23
2494,Aarna Swamy,2023-02-21,55.00,848.75,3.52
2495,Vidur Venkataraman,2022-12-20,27.00,562.93,3.96
2496,Aniruddh Warrior,2022-12-11,30.00,1206.17,3.61
2497,Amani Char,2022-11-07,91.00,1772.63,4.64
2498,Emir Saxena,2023-01-04,59.00,1946.11,3.39
2499,Vihaan Choudhry,2023-06-28,64.00,1668.60,4.90
2500,Lakshay Singh,2022-10-29,89.00,287.89,3.25
2501,Ela Kanda,2022-12-05,88.00,1865.26,3.34
2502,Shayak Badami,2023-06-11,81.00,1092.13,4.37
2503,Jiya Ram,2023-04-28,50.00,947.47,3.79
2504,Samiha Yadav,2023-01-07,50.00,1334.64,4.82
2505,Kashvi Raju,2022-09-09,43.00,1801.70,3.23
2506,Anvi Rajagopal,2022-12-05,53.00,520.73,3.56
2507,Shamik Lanka,2023-05-13,10.00,548.22,4.02
2508,Ayesha Shan,2022-08-13,67.00,434.96,3.99
2509,Anaya Loyal,2022-09-20,39.00,1001.20,3.73
2510,Zain Tiwari,2022-09-30,89.00,1263.20,4.55
2511,Aaina Issac,2022-08-21,68.00,1059.48,4.97
2512,Stuvan Dash,2022-12-13,76.00,1104.51,4.86
2513,Tara Rajan,2023-01-24,42.00,1662.21,3.30
2514,Ayesha Barad,2023-03-22,66.00,1983.39,4.61
2515,Misha Tella,2022-10-11,19.00,1652.95,4.11
2516,Kavya Mani,2022-12-05,32.00,503.92,4.06
2517,Mannat Khurana,2022-12-20,70.00,1128.89,3.55
2518,Yuvraj  Garg,2023-02-01,37.00,258.74,4.03
2519,Seher Ramanathan,2023-06-26,80.00,1034.99,3.51
2520,Vanya Tandon,2023-07-08,27.00,886.64,3.03
2521,Mannat Gulati,2022-12-11,68.00,1038.91,3.93
2522,Aniruddh Golla,2022-12-17,48.00,275.35,4.19
2523,Ritvik Verma,2023-06-05,71.00,620.57,4.77
2524,Aniruddh Srinivas,2023-03-20,40.00,1870.75,4.26
2525,Uthkarsh Tank,2022-11-28,77.00,1464.48,3.83
2526,Aarna Sundaram,2022-09-28,28.00,471.19,3.01
2527,Prerak Dixit,2023-05-18,29.00,786.12,4.84
2528,Purab Gade,2023-02-16,45.00,905.37,4.06
2529,Himmat Krishnamurthy,2023-04-17,26.00,1924.09,4.11
2530,Hansh Gaba,2022-11-16,91.00,1714.68,4.84
2531,Mannat Apte,2023-05-31,24.00,439.25,4.69
2532,Urvi Gala,2022-10-31,39.00,161.26,4.76
2533,Kiara Barad,2022-09-17,54.00,729.70,4.70
2534,Dharmajan Bath,2022-08-27,83.00,700.16,4.14
2535,Farhan Sane,2023-06-04,69.00,1880.97,4.48
2536,Aaryahi Dhaliwal,2023-01-31,91.00,809.50,3.13
2537,Alia Sarraf,2022-10-27,91.00,933.80,3.45
2538,Fateh Bajwa,2023-05-12,18.00,682.12,4.53
2539,Rasha Garde,2023-05-16,100.00,297.50,4.33
2540,Yuvaan Buch,2022-08-20,41.00,593.57,3.22
2541,Aarna Gokhale,2022-09-26,76.00,977.64,3.87
2542,Manikya Srinivasan,2023-05-17,23.00,1808.08,4.86
2543,Suhana Loke,2023-01-16,46.00,217.20,4.40
2544,Saksham Sahota,2023-06-10,93.00,531.88,3.12
2545,Diya Deshmukh,2023-02-19,43.00,1605.12,3.74
2546,Mahika Bali,2022-12-23,34.00,497.43,3.18
2547,Lavanya Gill,2023-04-16,84.00,471.00,4.66
2548,Tushar Hayre,2022-10-18,58.00,976.93,3.34
2549,Prerak Chatterjee,2023-02-04,93.00,443.63,3.74
2550,Aniruddh Wason,2023-06-25,89.00,430.31,4.55
2551,Tarini Barad,2023-01-24,36.00,1105.65,4.98
2552,Anika Dey,2022-09-14,79.00,1652.61,4.08
2553,Umang Chadha,2023-01-05,100.00,910.94,4.56
2554,Divyansh Setty,2023-02-22,13.00,1813.77,4.70
2555,Oorja Deep,2023-02-16,18.00,1020.81,3.15
2556,Manjari Datta,2023-01-13,16.00,1302.16,4.47
2557,Zain Hari,2022-10-20,90.00,792.91,3.51
2558,Anay Bala,2022-09-13,24.00,1300.90,4.63
2559,Lakshay Agate,2022-11-15,23.00,464.43,3.21
2560,Drishya Hayre,2023-05-10,21.00,1305.06,3.44
2561,Tiya Bose,2023-06-26,13.00,352.31,3.40
2562,Eshani Shetty,2022-12-25,72.00,649.29,3.13
2563,Saksham Saha,2022-10-27,28.00,798.79,3.61
2564,Riya Sule,2022-08-24,85.00,1127.27,3.05
2565,Jiya Cheema,2022-12-22,80.00,1815.49,3.22
2566,Shayak Lal,2023-04-18,48.00,790.44,4.40
2567,Dishani Lata,2023-04-14,42.00,1312.27,4.11
2568,Alisha Kant,2023-01-20,59.00,224.04,3.75
2569,Ehsaan Dada,2022-11-22,59.00,1823.84,4.62
2570,Mohanlal Barman,2022-09-24,34.00,1750.65,4.24
2571,Zaina Acharya,2022-11-21,79.00,1499.36,4.75
2572,Gokul Biswas,2023-02-04,100.00,1020.80,3.62
2573,Jivika Kamdar,2022-12-31,64.00,1282.23,4.39
2574,Kiaan Savant,2022-10-20,81.00,1418.51,3.14
2575,Damini Ganesh,2023-04-10,51.00,1447.24,3.20
2576,Eva Kuruvilla,2022-12-02,46.00,1289.98,3.39
2577,Raunak Edwin,2022-10-01,50.00,183.34,4.36
2578,Yasmin Sabharwal,2022-08-27,31.00,1431.17,3.77
2579,Prerak Raj,2023-01-30,64.00,805.68,4.53
2580,Tara Raman,2022-09-23,15.00,1321.70,4.52
2581,Oorja Bala,2023-07-09,80.00,914.46,3.18
2582,Vedika Zacharia,2023-05-13,39.00,1697.78,3.80
2583,Amira Kaur,2022-12-20,71.00,1913.50,4.26
2584,Pihu Rege,2023-05-13,74.00,385.84,3.75
2585,Divit Batra,2023-02-02,66.00,1357.04,3.76
2586,Alia Dara,2023-06-14,40.00,310.13,3.52
2587,Madhup Gopal,2023-04-08,67.00,896.12,4.19
2588,Krish Comar,2022-12-12,81.00,229.36,4.00
2589,Miraan Gole,2022-09-13,28.00,484.22,3.62
2590,Kanav Kuruvilla,2023-06-10,63.00,390.83,3.05
2591,Amira Bassi,2023-05-01,16.00,599.51,3.69
2592,Priyansh Kohli,2023-01-26,64.00,246.45,3.67
2593,Umang Deo,2023-06-29,84.00,1864.17,3.38
2594,Shray De,2023-04-28,72.00,454.39,3.25
2595,Sumer Jhaveri,2023-04-08,73.00,399.71,4.81
2596,Arhaan Sampath,2022-09-22,52.00,975.10,4.63
2597,Manjari Dua,2022-09-05,88.00,1025.03,4.16
2598,Anvi Sharaf,2023-03-19,72.00,1955.48,3.01
2599,Saanvi Balasubramanian,2023-06-05,54.00,1578.81,4.96
2600,Vanya Bhalla,2023-04-12,61.00,347.02,4.35
2601,Darshit Kothari,2022-08-27,24.00,325.97,3.62
2602,Lagan Shenoy,2022-12-10,94.00,1300.34,4.30
2603,Jiya Khosla,2023-05-28,76.00,639.82,4.13
2604,Nishith Khare,2023-07-09,30.00,1761.14,3.56
2605,Yashvi Banik,2022-11-03,66.00,569.60,4.94
2606,Vritika Basak,2023-02-15,14.00,1457.44,4.69
2607,Sara Ramanathan,2022-11-28,87.00,1948.88,3.68
2608,Ayesha Vaidya,2022-12-17,63.00,1581.90,3.04
2609,Seher Toor,2022-10-14,93.00,1873.45,3.10
2610,Prerak Tara,2023-02-07,44.00,1803.81,4.43
2611,Rania Mani,2023-01-02,13.00,1950.63,4.46
2612,Aarav Chaudhari,2022-12-14,66.00,521.67,3.30
2613,Tarini Jayaraman,2023-05-29,49.00,1642.97,4.35
2614,Shaan Edwin,2022-09-19,80.00,987.91,4.72
2615,Manjari Dara,2022-09-30,48.00,1635.44,4.76
2616,Neelofar Kota,2022-08-27,75.00,1132.83,3.82
2617,Kabir Bahri,2022-10-12,59.00,611.65,4.13
2618,Shamik Walia,2022-12-04,95.00,624.76,3.35
2619,Tanya Tata,2023-01-08,87.00,530.19,4.54
2620,Nirvaan Bhalla,2023-06-19,38.00,897.19,4.92
2621,Umang Batta,2022-09-30,95.00,898.05,3.76
2622,Madhav Dutt,2022-08-30,54.00,446.17,4.45
2623,Neysa Lad,2023-05-04,45.00,888.41,3.81
2624,Ivan Dhawan,2023-01-23,35.00,416.70,3.92
2625,Taimur Chaudhari,2023-01-03,49.00,681.80,4.98
2626,Tanya Thakkar,2023-06-05,57.00,1298.29,3.52
2627,Manikya Chacko,2023-03-13,83.00,316.18,4.73
2628,Kabir Vig,2023-06-09,30.00,777.95,4.86
2629,Yuvraj  Warrior,2023-01-27,58.00,1052.23,4.19
2630,Parinaaz Tata,2022-10-26,21.00,1798.95,3.41
2631,Sahil Zachariah,2023-05-06,19.00,1030.57,3.41
2632,Diya Barad,2023-05-23,11.00,911.24,3.04
2633,Hridaan Chandra,2023-05-10,57.00,1921.99,4.47
2634,Pranay Iyengar,2023-07-02,83.00,1226.17,3.82
2635,Divyansh Baria,2023-05-28,19.00,608.95,4.02
2636,Jayant Dasgupta,2023-06-17,75.00,1289.81,4.80
2637,Alia Bera,2023-06-12,82.00,829.22,3.43
2638,Kiara Master,2023-01-09,50.00,1948.66,3.60
2639,Miraan Rajan,2022-10-04,77.00,1431.58,3.21
2640,Kanav Brahmbhatt,2022-10-11,54.00,551.40,3.23
2641,Vritika Dara,2022-08-31,96.00,1093.13,4.21
2642,Elakshi Raja,2023-03-29,28.00,765.20,4.90
2643,Heer Shankar,2023-02-15,22.00,534.23,4.59
2644,Anaya Rajan,2022-12-11,29.00,1679.80,4.35
2645,Ritvik Kunda,2022-11-28,12.00,128.62,3.58
2646,Lagan Jaggi,2023-03-31,88.00,1940.78,4.43
2647,Lavanya Dugal,2023-07-03,100.00,1933.56,3.73
2648,Kanav Amble,2023-04-24,97.00,184.78,3.62
2649,Hridaan Mannan,2023-03-31,71.00,1605.65,4.34
2650,Damini Lanka,2023-06-15,90.00,298.99,4.27
2651,Onkar Chhabra,2022-12-10,68.00,1181.93,3.94
2652,Stuvan Warrior,2023-01-04,58.00,1724.27,4.27
2653,Piya Batra,2022-12-05,13.00,1476.59,4.65
2654,Ela Barman,2023-05-20,10.00,364.05,4.55
2655,Taran Gole,2023-05-21,92.00,902.73,4.37
2656,Divit Bail,2023-02-25,37.00,1028.91,3.37
2657,Romil Bumb,2023-01-30,71.00,1904.44,3.87
2658,Heer Gola,2022-09-01,73.00,1224.26,3.55
2659,Shaan Wadhwa,2023-04-03,41.00,1082.14,4.13
2660,Aarush Bahl,2023-02-09,68.00,783.94,3.35
2661,Anika Bawa,2023-06-17,63.00,1908.65,4.18
2662,Saira Datta,2023-03-31,47.00,695.84,3.52
2663,Jayan Shan,2023-04-12,68.00,1930.31,3.78
2664,Mehul Iyengar,2023-01-28,89.00,930.99,3.80
2665,Mahika Vyas,2022-10-08,72.00,179.43,3.76
2666,Saanvi Chada,2022-08-16,19.00,1155.95,3.15
2667,Oorja Loke,2023-06-08,78.00,1315.58,4.33
2668,Advik Karpe,2022-08-20,26.00,543.14,4.92
2669,Trisha Tripathi,2023-06-26,66.00,886.83,3.44
2670,Zeeshan Grover,2023-03-15,67.00,1909.45,4.27
2671,Anika Bakshi,2023-04-22,20.00,1262.64,4.66
2672,Jivin Madan,2023-05-11,71.00,700.04,3.97
2673,Aarush Mani,2023-06-21,41.00,1407.92,4.62
2674,Hazel Bhasin,2023-01-10,12.00,380.14,4.92
2675,Rania Ray,2022-09-10,26.00,1118.74,3.06
2676,Madhup Mane,2023-04-20,29.00,1478.33,3.51
2677,Renee Setty,2022-10-04,50.00,1041.01,3.13
2678,Rasha Batta,2022-12-18,38.00,244.38,3.29
2679,Vivaan Dani,2023-02-25,79.00,617.86,4.44
2680,Shlok Sharaf,2023-03-27,55.00,333.15,4.14
2681,Rati Bobal,2023-04-28,28.00,1437.57,4.93
2682,Aradhya Sampath,2022-08-27,79.00,1873.32,3.59
2683,Zaina Bhagat,2023-03-21,69.00,1988.60,4.61
2684,Elakshi Sankaran,2023-03-22,63.00,1466.49,3.37
2685,Sahil Loke,2023-01-23,41.00,461.82,4.91
2686,Vardaniya Gade,2023-07-04,47.00,244.30,4.12
2687,Raghav Ghosh,2022-09-28,48.00,1941.72,3.03
2688,Anaya Sachdeva,2022-11-15,44.00,365.61,3.88
2689,Anaya Vaidya,2022-12-26,58.00,1949.66,3.44
2690,Aaryahi Chaudhry,2022-09-01,13.00,1474.52,3.68
2691,Stuvan Baral,2023-03-20,88.00,1044.74,4.19
2692,Vardaniya Hegde,2023-07-04,44.00,884.35,4.01
2693,Darshit Chawla,2022-08-28,13.00,1439.41,3.47
2694,Jayan Chopra,2023-01-09,66.00,1002.62,4.97
2695,Saksham Wason,2023-05-08,28.00,123.92,3.14
2696,Vidur Bhattacharyya,2022-09-13,54.00,1652.26,3.31
2697,Keya Yadav,2022-10-18,13.00,1301.69,4.97
2698,Miraan Kumer,2023-04-29,51.00,1265.23,4.05
2699,Darshit Ganesh,2022-09-19,72.00,486.02,4.86
2700,Dharmajan Manne,2022-10-02,90.00,457.30,4.40
2701,Charvi Agarwal,2023-02-09,78.00,1507.05,4.73
2702,Aarav Bandi,2023-01-10,33.00,1494.39,3.69
2703,Kaira Maharaj,2023-05-16,17.00,1894.35,3.26
2704,Adira Ghosh,2023-01-04,26.00,646.46,4.19
2705,Mehul Kohli,2023-06-02,17.00,1718.08,3.08
2706,Pari Bhandari,2022-11-24,46.00,1446.84,4.63
2707,Chirag Sharma,2023-04-25,21.00,337.46,4.21
2708,Manikya Rao,2023-05-31,74.00,1079.94,3.80
2709,Sara Shan,2023-07-01,78.00,1752.72,4.54
2710,Myra Bath,2022-12-23,95.00,1838.50,3.80
2711,Anika Jhaveri,2022-08-27,75.00,1410.81,4.00
2712,Kashvi Keer,2023-04-01,39.00,1175.36,3.22
2713,Ehsaan Dhar,2023-06-17,87.00,728.41,3.79
2714,Anahita Shere,2023-05-15,20.00,1844.98,4.42
2715,Hridaan Gulati,2022-11-17,99.00,1115.61,3.85
2716,Pari Sehgal,2023-07-05,58.00,1589.73,3.13
2717,Riaan Iyer,2023-05-29,21.00,662.57,3.83
2718,Kanav Chandran,2023-07-03,80.00,888.42,3.03
2719,Dhruv Char,2022-10-21,89.00,567.80,4.71
2720,Prerak Bawa,2022-09-26,68.00,1081.78,4.94
2721,Vaibhav Shere,2022-10-19,41.00,1089.02,3.95
2722,Zaina Rege,2023-04-08,98.00,1990.15,3.78
2723,Nirvi Chad,2023-05-16,97.00,1672.22,4.60
2724,Jhanvi Ramanathan,2023-06-18,99.00,242.63,3.59
2725,Hrishita Vyas,2023-04-07,35.00,1751.91,3.93
2726,Akarsh Dutta,2023-02-24,16.00,538.16,4.04
2727,Anahita Tank,2022-09-27,69.00,1902.93,4.20
2728,Jiya Rege,2022-09-07,35.00,979.04,3.07
2729,Nitya Butala,2023-02-27,72.00,628.50,3.11
2730,Tejas Saraf,2023-01-10,63.00,936.10,4.36
2731,Lavanya Kar,2022-12-29,83.00,370.93,4.53
2732,Jayan Halder,2023-06-14,28.00,573.00,3.07
2733,Arhaan Yadav,2023-06-30,72.00,1414.74,3.98
2734,Aaina Ghosh,2022-11-02,64.00,1173.24,4.50
2735,Divit Salvi,2023-06-22,12.00,665.94,4.20
2736,Jayan Rama,2023-06-11,55.00,651.95,4.86
2737,Ranbir Dhawan,2023-01-27,89.00,1682.20,4.73
2738,Aarna Chander,2022-09-30,67.00,1812.96,4.20
2739,Aaryahi Sidhu,2022-10-28,84.00,623.52,3.91
2740,Adah Bajaj,2023-01-05,72.00,270.27,4.54
2741,Kiara Acharya,2023-01-30,53.00,1537.68,4.32
2742,Taran Reddy,2022-10-07,55.00,994.73,4.60
2743,Vivaan Wali,2023-02-18,40.00,1099.47,4.77
2744,Anaya Bains,2022-12-10,42.00,195.48,4.70
2745,Nishith Rana,2023-06-05,35.00,1124.04,4.29
2746,Gatik Bali,2023-01-25,64.00,579.95,4.09
2747,Raghav Sridhar,2023-05-22,20.00,1588.84,3.19
2748,Nitya Lal,2023-04-17,91.00,443.63,4.91
2749,Azad Bali,2023-03-16,87.00,1992.65,4.06
2750,Saanvi Seth,2022-12-09,26.00,449.19,4.61
2751,Kiara Mahal,2023-01-25,61.00,1182.41,4.24
2752,Ela Kamdar,2022-08-12,62.00,1601.09,3.13
2753,Samar Boase,2022-09-03,97.00,1134.98,4.67
2754,Suhana Vala,2022-12-29,74.00,394.90,3.08
2755,Taran Khosla,2023-02-25,34.00,1038.26,3.63
2756,Kimaya Upadhyay,2023-04-11,41.00,1517.74,4.71
2757,Armaan Ray,2022-12-06,20.00,105.72,4.44
2758,Jivin Sood,2023-05-08,27.00,1074.13,4.24
2759,Uthkarsh Sule,2022-12-01,79.00,1264.90,3.56
2760,Shayak Wagle,2023-02-21,42.00,969.23,4.37
2761,Trisha Dugar,2023-04-09,89.00,274.61,3.76
2762,Drishya Krishna,2023-03-21,73.00,1393.55,4.19
2763,Drishya Baral,2023-04-15,89.00,518.58,4.93
2764,Onkar Saran,2023-01-03,94.00,626.46,4.73
2765,Sumer Lal,2022-09-08,91.00,1493.79,3.38
2766,Divyansh Sunder,2023-04-23,62.00,410.10,3.58
2767,Ira Ramesh,2022-11-01,83.00,670.55,3.60
2768,Anay Bumb,2023-01-13,52.00,1362.21,4.01
2769,Kanav Dewan,2023-04-10,84.00,857.18,4.96
2770,Zaina Khalsa,2022-10-03,50.00,1064.14,4.10
2771,Samar Chawla,2023-05-24,75.00,328.35,4.44
2772,Pihu Badal,2023-04-13,73.00,1183.17,3.33
2773,Sahil Sarna,2022-12-21,41.00,529.39,4.52
2774,Biju Dugal,2023-02-03,98.00,167.73,4.14
2775,Sana Dubey,2023-06-28,95.00,1045.23,3.84
2776,Krish Dey,2022-10-11,20.00,490.92,4.34
2777,Hunar Keer,2022-11-01,87.00,950.36,3.16
2778,Riaan Bobal,2022-08-29,86.00,1288.35,3.90
2779,Shanaya Balasubramanian,2023-07-10,63.00,941.88,4.62
2780,Shaan Yohannan,2023-06-26,21.00,1264.43,3.35
2781,Miraan Sachar,2023-03-24,95.00,1512.54,4.67
2782,Nishith Dhaliwal,2023-01-16,32.00,1191.94,4.56
2783,Yuvraj  Kadakia,2022-11-07,20.00,1159.54,4.97
2784,Jayesh Ganesan,2023-01-15,89.00,814.93,4.55
2785,Siya Basak,2023-01-20,92.00,1021.25,4.29
2786,Hridaan Walla,2022-08-27,45.00,989.84,3.94
2787,Tarini Balay,2023-06-12,37.00,857.95,4.87
2788,Hiran Sunder,2022-10-14,72.00,571.27,3.31
2789,Mishti Krish,2022-08-20,55.00,1668.13,3.43
2790,Zara Kumer,2022-09-22,71.00,1074.73,4.89
2791,Vidur Sant,2023-07-07,42.00,540.79,4.98
2792,Myra Lata,2022-09-27,28.00,612.72,3.57
2793,Aaina Garde,2023-06-16,46.00,1159.61,3.22
2794,Elakshi Verma,2023-02-10,93.00,655.05,3.85
2795,Navya Vig,2022-10-19,65.00,610.24,3.60
2796,Heer Tank,2023-06-26,71.00,1843.89,5.00
2797,Uthkarsh Sankar,2023-06-05,100.00,1157.24,4.39
2798,Saanvi Mani,2023-02-28,50.00,1783.23,3.43
2799,Shray Kannan,2023-05-07,71.00,1232.30,4.80
2800,Piya Master,2023-01-04,45.00,1831.31,4.33
2801,Anay Khurana,2023-02-11,26.00,625.36,3.13
2802,Abram Kant,2023-01-18,51.00,500.98,3.07
2803,Nitya Bala,2022-08-15,69.00,1179.91,4.92
2804,Dhruv Comar,2022-11-24,42.00,604.01,3.18
2805,Taran Bhatia,2022-10-20,81.00,1129.83,3.26
2806,Farhan Ravi,2023-05-10,98.00,691.60,4.91
2807,Mamooty Dass,2022-11-01,58.00,210.68,4.10
2808,Anay Borah,2023-02-16,33.00,284.13,3.34
2809,Inaaya  Gara,2022-11-25,47.00,1131.50,3.76
2810,Alisha Gour,2023-06-07,21.00,1024.84,3.98
2811,Nirvaan Bhat,2022-12-10,21.00,1777.19,3.08
2812,Ivan Lata,2023-02-15,85.00,905.96,3.93
2813,Shayak Jani,2022-10-08,66.00,1352.62,3.57
2814,Vritika Rege,2022-09-15,13.00,795.27,4.32
2815,Navya Khare,2023-01-12,72.00,1546.54,3.66
2816,Gatik Koshy,2023-04-17,57.00,659.52,3.28
2817,Devansh Ram,2022-10-06,65.00,511.54,3.58
2818,Yakshit Hegde,2022-08-24,22.00,611.36,4.18
2819,Vihaan Bora,2022-08-14,89.00,1590.50,3.25
2820,Kiara Mallick,2023-03-26,27.00,385.81,4.15
2821,Sara Bera,2023-05-20,11.00,1918.49,4.78
2822,Kismat Chakraborty,2023-03-20,38.00,624.36,3.38
2823,Sana Dayal,2022-12-14,24.00,1130.84,3.38
2824,Arnav Shanker,2023-05-13,99.00,337.63,4.96
2825,Saira Sathe,2022-12-16,67.00,1742.63,3.19
2826,Ayesha Zacharia,2022-10-23,75.00,894.62,4.67
2827,Rhea Rajan,2022-08-31,72.00,1470.61,3.06
2828,Piya Kunda,2022-10-16,52.00,1775.85,3.51
2829,Samaira Brahmbhatt,2022-09-01,17.00,857.62,4.80
2830,Nakul Vohra,2023-04-08,48.00,403.35,3.30
2831,Neelofar Gade,2023-03-05,63.00,100.48,4.10
2832,Stuvan Yohannan,2023-05-05,63.00,201.58,3.52
2833,Navya Bawa,2023-05-01,40.00,210.21,4.55
2834,Mannat Kibe,2022-12-24,63.00,914.12,3.69
2835,Damini Joshi,2023-05-18,66.00,1325.87,4.32
2836,Krish Contractor,2023-05-11,21.00,357.89,4.37
2837,Vidur Joshi,2023-01-30,13.00,1406.23,4.73
2838,Saira Luthra,2022-09-06,78.00,1188.37,3.03
2839,Myra Ghose,2022-12-09,81.00,1440.04,4.27
2840,Anahi Deol,2023-03-10,91.00,794.52,4.57
2841,Shlok Sengupta,2023-02-25,46.00,443.26,4.55
2842,Uthkarsh Sule,2023-06-28,37.00,522.18,3.34
2843,Mahika Hans,2023-01-21,74.00,661.70,4.21
2844,Damini Anand,2023-03-06,41.00,683.56,3.11
2845,Jhanvi Sengupta,2023-01-17,94.00,142.35,4.79
2846,Tarini Lalla,2023-03-24,54.00,408.16,4.97
2847,Rohan Tripathi,2022-09-04,11.00,1948.63,4.44
2848,Myra Boase,2023-04-01,55.00,1473.63,3.26
2849,Saksham Kanda,2023-04-06,36.00,1948.85,3.24
2850,Dharmajan Sandhu,2022-10-15,18.00,1794.08,4.72
2851,Divit Dar,2022-11-26,15.00,596.12,3.22
2852,Zoya Bhargava,2023-05-01,74.00,185.83,3.74
2853,Zoya Toor,2022-09-12,88.00,1154.63,3.62
2854,Bhamini Bajwa,2022-11-01,33.00,1046.34,4.56
2855,Urvi Yogi,2022-10-14,54.00,121.50,3.56
2856,Madhup Varkey,2022-11-25,72.00,286.61,5.00
2857,Rania Raval,2022-10-29,92.00,1591.26,4.91
2858,Tushar Chadha,2023-06-27,20.00,537.87,3.16
2859,Kashvi Sanghvi,2022-12-10,20.00,389.88,4.07
2860,Lakshay Venkataraman,2023-05-31,53.00,157.99,3.36
2861,Charvi Tailor,2023-02-13,12.00,796.07,3.22
